CNES - Equipes de Saúde - Brasil
Quantidade por Município e Ano/mês compet.
Período:2023
"Município";"2023/Jan";"2023/Fev";"2023/Mar";"2023/Abr";"2023/Mai";"2023/Jun";"2023/Jul";"2023/Ago";"2023/Set";"2023/Out";"2023/Nov";"2023/Dez"
"412260 RONDON";7;7;7;8;8;8;8;8;8;8;8;8
"412265 ROSARIO DO IVAI";5;5;5;5;5;5;5;5;5;5;5;5
"412270 SABAUDIA";6;6;6;6;8;10;10;10;10;10;10;10
"412280 SALGADO FILHO";5;5;5;5;5;5;5;5;5;5;5;5
"412290 SALTO DO ITARARE";3;3;3;3;3;4;4;4;4;4;4;5
"412300 SALTO DO LONTRA";7;7;7;7;7;7;7;7;7;7;7;7
"412310 SANTA AMELIA";1;1;1;1;1;1;1;1;1;1;1;1
"412320 SANTA CECILIA DO PAVAO";4;4;4;4;4;4;4;4;4;4;4;4
"412330 SANTA CRUZ DE MONTE CASTELO";6;6;6;6;6;6;6;6;6;7;7;7
"412340 SANTA FE";7;7;7;7;7;8;9;9;9;9;9;9
"412350 SANTA HELENA";16;16;16;16;16;16;16;16;18;18;18;18
"412360 SANTA INES";2;2;2;2;2;2;2;2;2;2;2;2
"412370 SANTA ISABEL DO IVAI";7;7;7;7;7;7;7;7;7;7;7;7
"412380 SANTA IZABEL DO OESTE";11;11;11;11;11;11;11;11;11;11;11;11
"412382 SANTA LUCIA";3;3;3;3;3;3;5;5;5;5;5;5
"412385 SANTA MARIA DO OESTE";6;6;6;6;6;6;6;6;6;6;6;6
"412390 SANTA MARIANA";8;8;8;8;9;9;9;9;9;9;9;9
"412395 SANTA MONICA";5;5;5;5;5;6;6;6;6;6;6;6
"412400 SANTANA DO ITARARE";6;6;6;6;6;7;6;6;6;6;6;6
"412402 SANTA TEREZA DO OESTE";8;8;8;8;8;8;8;8;8;8;8;8
"412405 SANTA TEREZINHA DE ITAIPU";15;15;15;15;15;15;15;15;15;15;15;15
"412410 SANTO ANTONIO DA PLATINA";17;17;17;17;17;17;17;17;17;17;17;17
"412420 SANTO ANTONIO DO CAIUA";3;3;4;4;4;4;4;4;4;4;4;4
"412430 SANTO ANTONIO DO PARAISO";1;1;1;1;1;1;1;1;1;1;1;1
"412440 SANTO ANTONIO DO SUDOESTE";25;25;25;25;25;25;25;25;25;25;25;25
"412450 SANTO INACIO";6;6;6;6;6;9;9;9;9;9;9;9
"412460 SAO CARLOS DO IVAI";5;5;5;5;5;5;5;5;4;4;4;4
"412470 SAO JERONIMO DA SERRA";7;7;7;7;7;7;7;7;7;7;7;7
"412480 SAO JOAO";9;9;9;9;9;9;9;8;9;9;9;9
"412490 SAO JOAO DO CAIUA";2;2;2;2;2;2;2;2;2;2;3;3
"412500 SAO JOAO DO IVAI";8;8;8;8;8;8;8;8;8;8;8;8
"412510 SAO JOAO DO TRIUNFO";7;7;8;8;8;8;8;8;8;9;9;9
"412520 SAO JORGE D'OESTE";7;7;7;7;7;7;7;7;7;7;7;7
"412530 SAO JORGE DO IVAI";3;3;3;3;3;5;5;5;5;5;5;5
"412535 SAO JORGE DO PATROCINIO";5;5;5;5;5;6;6;6;6;6;6;6
"412540 SAO JOSE DA BOA VISTA";7;7;7;7;7;7;7;7;7;7;7;7
"412545 SAO JOSE DAS PALMEIRAS";1;1;1;1;1;2;2;2;2;2;2;2
"412550 SAO JOSE DOS PINHAIS";135;135;143;182;182;182;173;175;182;182;181;189
"412555 SAO MANOEL DO PARANA";3;3;3;3;3;3;3;3;3;3;3;3
"412560 SAO MATEUS DO SUL";18;18;18;18;20;23;23;23;23;23;23;23
"412570 SAO MIGUEL DO IGUACU";17;17;17;17;17;17;17;17;17;17;17;17
"412575 SAO PEDRO DO IGUACU";2;2;2;2;2;3;3;3;3;3;3;3
"412580 SAO PEDRO DO IVAI";7;7;7;7;7;7;10;10;10;10;10;10
"412590 SAO PEDRO DO PARANA";1;1;1;1;1;1;1;1;1;2;3;3
"412600 SAO SEBASTIAO DA AMOREIRA";6;6;6;6;6;6;6;6;6;6;6;6
"412610 SAO TOME";4;4;4;4;4;4;4;4;4;4;4;4
"412620 SAPOPEMA";9;9;9;9;9;9;9;9;10;10;9;9
"412625 SARANDI";24;24;24;24;24;24;24;24;26;26;26;26
"412627 SAUDADE DO IGUACU";4;4;4;4;4;4;4;4;4;4;4;4
"412630 SENGES";11;11;11;12;12;13;13;13;13;13;13;13
"412635 SERRANOPOLIS DO IGUACU";5;5;5;5;5;5;5;5;5;5;5;5
"412640 SERTANEJA";7;7;7;7;7;7;7;7;7;6;6;6
"412650 SERTANOPOLIS";8;8;8;8;8;10;11;11;11;11;11;11
"412660 SIQUEIRA CAMPOS";12;12;12;12;12;13;13;13;13;12;12;12
"412665 SULINA";4;4;4;4;4;4;4;4;4;4;4;4
"412667 TAMARANA";7;7;7;7;9;9;9;9;9;9;9;9
"412670 TAMBOARA";6;6;6;6;6;6;6;6;6;6;6;6
"412680 TAPEJARA";10;10;10;10;10;10;10;10;10;10;10;10
"412690 TAPIRA";4;4;4;4;4;4;4;4;4;4;4;5
"412700 TEIXEIRA SOARES";9;9;9;9;9;10;10;10;10;10;10;10
"412710 TELEMACO BORBA";32;32;31;31;30;33;33;34;34;34;34;34
"412720 TERRA BOA";17;17;17;17;17;18;18;18;18;18;18;18
"412730 TERRA RICA";14;14;14;15;16;16;16;16;16;16;16;16
"412740 TERRA ROXA";8;8;8;8;8;9;9;9;9;9;9;9
"412750 TIBAGI";13;13;13;13;13;13;13;13;13;13;13;13
"412760 TIJUCAS DO SUL";12;12;12;12;12;12;13;13;13;13;13;13
"412770 TOLEDO";47;47;47;64;66;68;68;68;69;70;70;72
"412780 TOMAZINA";8;8;8;8;9;9;9;9;9;9;9;9
"412785 TRES BARRAS DO PARANA";5;5;5;5;11;12;12;12;12;12;12;12
"412788 TUNAS DO PARANA";4;4;4;4;4;4;4;4;4;5;5;5
"412790 TUNEIRAS DO OESTE";9;9;9;9;9;9;9;9;9;9;9;9
"412795 TUPASSI";2;2;2;2;2;2;2;2;2;2;2;2
"412796 TURVO";13;13;13;13;13;13;13;15;15;15;15;15
"412800 UBIRATA";18;18;18;18;18;19;19;19;19;18;18;18
"412810 UMUARAMA";45;45;45;45;45;47;47;53;53;53;53;53
"412820 UNIAO DA VITORIA";20;20;20;20;21;21;21;21;21;21;22;22
"412830 UNIFLOR";2;2;2;2;2;2;2;2;2;2;2;2
"412840 URAI";6;6;6;6;6;6;6;6;6;6;6;6
"412850 WENCESLAU BRAZ";13;13;13;13;13;15;15;15;15;15;16;16
"412853 VENTANIA";9;9;9;9;9;9;9;9;9;9;9;9
"412855 VERA CRUZ DO OESTE";8;8;8;8;8;9;9;9;9;9;9;9
"412860 VERE";7;7;7;7;7;6;6;6;6;6;6;6
"412862 ALTO PARAISO";2;2;2;2;2;2;2;2;2;2;2;2
"412863 DOUTOR ULYSSES";4;4;4;4;4;4;4;4;4;4;4;4
"412865 VIRMOND";4;4;4;4;4;4;4;4;4;4;4;4
"412870 VITORINO";5;5;5;5;5;5;5;5;5;5;5;5
"412880 XAMBRE";5;5;5;5;5;5;5;5;5;5;5;5
"420005 ABDON BATISTA";5;5;5;5;6;6;6;6;6;6;6;6
"420010 ABELARDO LUZ";15;15;15;17;17;17;17;17;17;17;17;17
"420020 AGROLANDIA";9;9;9;9;9;9;9;9;9;9;9;9
"420030 AGRONOMICA";5;5;5;5;5;5;5;5;5;5;5;5
"420040 AGUA DOCE";7;7;7;9;9;9;9;10;10;10;10;9
"420050 AGUAS DE CHAPECO";9;9;9;9;8;7;7;7;6;6;6;6
"420055 AGUAS FRIAS";3;3;3;3;3;3;3;3;3;3;3;3
"420060 AGUAS MORNAS";6;7;7;7;7;7;7;7;7;7;7;7
"420070 ALFREDO WAGNER";7;9;9;9;9;9;9;9;9;9;9;9
"420075 ALTO BELA VISTA";3;3;3;3;3;4;4;4;4;4;4;4
"420080 ANCHIETA";6;6;6;6;6;6;6;6;6;6;6;6
"420090 ANGELINA";5;5;7;7;7;7;7;7;7;7;5;5
"420100 ANITA GARIBALDI";4;4;4;4;4;4;4;4;4;4;4;4
"420110 ANITAPOLIS";4;4;4;4;4;7;7;7;6;5;5;5
"420120 ANTONIO CARLOS";12;12;12;12;14;14;22;22;22;22;22;22
"420125 APIUNA";10;10;10;11;11;11;11;11;11;11;11;11
"420127 ARABUTA";4;4;4;4;7;7;7;7;7;7;7;7
"420130 ARAQUARI";22;21;25;28;28;29;27;25;24;24;24;24
"420140 ARARANGUA";24;24;24;24;24;24;24;24;25;25;25;25
"420150 ARMAZEM";5;5;5;5;5;5;5;5;5;6;6;6
"420160 ARROIO TRINTA";4;4;4;6;5;5;5;5;5;5;5;6
"420165 ARVOREDO";3;3;3;3;3;3;3;3;3;3;3;3
"420170 ASCURRA";5;5;5;5;7;7;7;7;7;7;7;7
"420180 ATALANTA";3;3;3;3;3;3;3;3;3;3;3;3
"420190 AURORA";4;4;4;4;5;5;5;5;5;5;5;5
"420195 BALNEARIO ARROIO DO SILVA";12;12;12;12;13;13;13;12;12;12;12;12
"420200 BALNEARIO CAMBORIU";48;48;48;48;48;48;49;49;50;50;50;50
"420205 BALNEARIO BARRA DO SUL";8;8;8;8;8;8;8;8;8;8;8;8
"420207 BALNEARIO GAIVOTA";12;12;12;12;12;12;12;12;12;12;12;12
"420208 BANDEIRANTE";3;3;3;3;3;3;3;3;3;3;3;3
"420209 BARRA BONITA";3;3;3;3;3;3;3;3;3;3;3;3
"420210 BARRA VELHA";20;19;20;20;19;20;20;20;20;20;20;20
"420213 BELA VISTA DO TOLDO";10;10;10;10;10;10;10;10;10;10;10;10
"420215 BELMONTE";3;3;3;3;3;3;3;3;3;3;3;3
"420220 BENEDITO NOVO";9;9;9;9;9;9;9;9;9;9;9;9
"420230 BIGUACU";41;39;42;42;42;42;42;42;42;42;45;45
"420240 BLUMENAU";220;220;220;222;229;233;233;234;234;234;234;234
"420243 BOCAINA DO SUL";3;3;3;3;3;3;3;3;3;3;3;3
"420245 BOMBINHAS";14;14;15;15;15;15;16;16;16;16;16;16
"420250 BOM JARDIM DA SERRA";3;3;3;3;3;3;3;3;3;3;3;3
"420253 BOM JESUS";3;3;3;3;3;3;3;3;3;3;3;3
"420257 BOM JESUS DO OESTE";3;3;3;3;4;4;4;4;4;4;4;4
"420260 BOM RETIRO";7;7;7;7;7;7;7;7;7;7;7;7
"420270 BOTUVERA";6;6;6;6;6;6;6;7;8;9;9;9
"420280 BRACO DO NORTE";30;30;31;31;31;29;29;29;29;29;29;29
"420285 BRACO DO TROMBUDO";5;5;5;4;4;4;4;4;4;4;4;4
"420287 BRUNOPOLIS";2;2;2;2;2;2;2;2;2;2;2;2
"420290 BRUSQUE";69;68;69;69;69;69;69;69;69;69;69;69
"420300 CACADOR";36;36;36;37;45;46;46;46;46;47;47;47
"420310 CAIBI";7;7;7;7;7;7;7;7;7;7;7;7
"420315 CALMON";5;5;5;5;7;7;7;7;7;7;7;7
"420320 CAMBORIU";41;41;41;41;43;43;43;43;43;43;43;43
"420325 CAPAO ALTO";3;3;3;3;3;3;3;3;3;3;3;3
"420330 CAMPO ALEGRE";9;9;9;9;9;9;9;9;9;9;9;9
"420340 CAMPO BELO DO SUL";8;8;8;8;8;8;8;8;8;8;8;8
"420350 CAMPO ERE";9;9;9;9;9;9;9;9;9;9;9;9
"420360 CAMPOS NOVOS";27;27;27;27;27;27;27;29;29;30;30;30
"420370 CANELINHA";16;17;17;17;17;17;17;17;17;17;17;17
"420380 CANOINHAS";20;20;20;20;20;21;23;23;24;24;24;24
"420390 CAPINZAL";13;13;13;13;13;13;13;13;13;13;13;13
"420395 CAPIVARI DE BAIXO";18;18;23;20;18;18;20;20;19;19;19;20
"420400 CATANDUVAS";7;7;7;7;7;7;7;7;7;7;7;7
"420410 CAXAMBU DO SUL";4;4;4;4;4;5;5;5;5;5;5;5
"420415 CELSO RAMOS";3;3;3;3;6;6;6;6;6;5;5;5
"420417 CERRO NEGRO";3;3;3;3;3;3;4;3;4;3;4;4
"420419 CHAPADAO DO LAGEADO";3;3;3;3;4;5;5;6;6;6;6;6
"420420 CHAPECO";138;138;137;135;135;140;140;140;140;140;140;140
"420425 COCAL DO SUL";14;14;14;14;14;14;14;14;14;14;14;15
"420430 CONCORDIA";43;43;44;44;44;44;59;59;60;60;60;60
"420435 CORDILHEIRA ALTA";5;9;9;10;10;10;10;10;10;10;8;8
"420440 CORONEL FREITAS";8;8;8;8;8;7;7;7;7;7;7;6
"420445 CORONEL MARTINS";3;3;3;3;3;3;3;3;3;3;3;3
"420450 CORUPA";7;7;7;8;8;8;8;8;8;8;8;8
"420455 CORREIA PINTO";7;7;7;7;7;7;7;7;7;7;7;7
"420460 CRICIUMA";112;112;112;112;115;115;115;117;117;117;117;120
"420470 CUNHA PORA";6;6;6;6;6;6;6;6;6;6;6;6
"420475 CUNHATAI";3;3;3;3;3;3;3;3;3;3;3;3
"420480 CURITIBANOS";13;13;13;13;13;13;13;13;13;13;13;13
"420490 DESCANSO";7;7;7;7;7;7;7;7;7;7;7;7
"420500 DIONISIO CERQUEIRA";14;14;14;14;14;14;14;14;14;14;14;14
"420510 DONA EMMA";6;6;6;6;6;6;6;6;5;5;5;5
"420515 DOUTOR PEDRINHO";5;5;5;5;5;5;5;5;5;5;5;5
"420517 ENTRE RIOS";4;4;4;4;4;4;4;4;4;4;4;4
"420519 ERMO";3;3;3;3;3;3;3;3;3;3;3;3
"420520 ERVAL VELHO";6;6;6;6;6;6;6;6;6;6;6;6
"420530 FAXINAL DOS GUEDES";10;10;10;10;10;10;10;10;10;10;10;10
"420535 FLOR DO SERTAO";4;4;4;4;4;4;4;4;4;4;4;4
"420540 FLORIANOPOLIS";375;375;374;376;378;380;380;380;379;380;380;380
"420543 FORMOSA DO SUL";3;3;3;3;3;3;3;3;3;3;3;3
"420545 FORQUILHINHA";23;23;23;23;23;24;25;25;24;24;24;25
"420550 FRAIBURGO";21;21;22;22;22;23;23;23;23;23;23;23
"420555 FREI ROGERIO";3;3;3;3;3;3;3;3;3;3;3;3
"420560 GALVAO";4;4;4;4;4;4;4;4;4;4;4;4
"420570 GAROPABA";25;25;25;25;24;23;23;23;23;23;25;25
"420580 GARUVA";10;10;10;10;10;14;14;14;14;14;14;13
"420590 GASPAR";31;31;30;30;31;32;32;32;32;32;32;32
"420600 GOVERNADOR CELSO RAMOS";21;21;21;21;21;18;18;18;18;18;18;17
"420610 GRAO PARA";8;8;8;8;8;8;8;8;8;8;8;8
"420620 GRAVATAL";13;13;13;13;13;12;12;12;12;12;12;12
"420630 GUABIRUBA";16;16;16;16;16;16;16;16;16;16;16;16
"420640 GUARACIABA";9;9;9;9;9;9;9;9;9;9;9;9
"420650 GUARAMIRIM";19;19;19;22;22;25;25;25;25;25;25;25
"420660 GUARUJA DO SUL";5;5;5;5;5;5;5;5;5;5;5;5
"420665 GUATAMBU";7;7;7;7;7;9;9;8;9;9;7;7
"420670 HERVAL D'OESTE";21;21;21;21;21;21;21;22;22;22;22;22
"420675 IBIAM";2;2;2;2;2;2;2;2;2;2;2;2
"420680 IBICARE";4;4;4;4;4;4;4;4;4;4;4;4
"420690 IBIRAMA";20;20;20;20;20;19;19;19;19;19;19;19
"420700 ICARA";34;35;36;36;36;37;37;36;36;36;36;36
"420710 ILHOTA";12;12;12;12;12;13;11;13;14;14;14;14
"420720 IMARUI";13;13;13;13;13;11;11;11;11;11;11;11
"420730 IMBITUBA";35;35;35;35;35;35;35;35;38;38;38;38
"420740 IMBUIA";7;7;7;9;9;9;9;8;8;8;8;8
"420750 INDAIAL";32;32;32;32;32;32;32;34;34;34;36;36
"420757 IOMERE";2;2;2;2;2;3;3;3;3;3;3;3
"420760 IPIRA";5;5;5;5;5;5;5;5;5;5;5;5
"420765 IPORA DO OESTE";7;7;7;8;8;8;8;8;8;8;8;8
"420768 IPUACU";6;6;6;6;6;6;6;6;6;6;6;6
"420770 IPUMIRIM";6;6;6;6;6;6;6;6;6;6;6;6
"420775 IRACEMINHA";5;5;5;5;5;5;5;5;5;5;5;5
"420780 IRANI";8;8;11;11;11;11;11;11;11;11;11;11
"420785 IRATI";4;4;4;4;4;4;4;4;4;4;4;4
"420790 IRINEOPOLIS";10;10;10;10;10;10;11;11;11;11;11;11
"420800 ITA";10;10;10;10;10;10;10;10;10;10;10;10
"420810 ITAIOPOLIS";16;16;16;16;16;16;16;16;16;14;14;14
"420820 ITAJAI";75;91;100;100;100;103;105;105;106;105;106;87
"420830 ITAPEMA";39;39;39;39;38;41;41;41;41;41;42;42
"420840 ITAPIRANGA";12;12;12;12;12;12;12;14;14;14;14;14
"420845 ITAPOA";7;7;8;8;10;10;10;10;10;10;10;10
"420850 ITUPORANGA";17;17;17;17;17;17;17;17;17;17;17;17
"420860 JABORA";5;5;5;5;5;5;5;6;6;6;6;6
"420870 JACINTO MACHADO";7;6;6;6;11;11;11;12;10;8;8;8
"420880 JAGUARUNA";22;22;22;20;22;22;22;22;22;22;22;23
"420890 JARAGUA DO SUL";59;59;59;59;59;59;59;59;59;59;59;60
"420895 JARDINOPOLIS";3;3;3;3;3;3;3;3;3;3;3;3
"420900 JOACABA";22;22;22;22;22;22;22;22;22;22;22;23
"420910 JOINVILLE";237;237;237;237;237;238;239;239;242;243;243;243
"420915 JOSE BOITEUX";5;5;5;5;6;7;7;6;6;6;6;6
"420917 JUPIA";3;3;3;3;3;3;3;3;3;3;3;3
"420920 LACERDOPOLIS";3;3;3;3;3;3;3;3;3;3;3;3
"420930 LAGES";96;96;96;95;96;99;99;99;99;99;99;99
"420940 LAGUNA";32;32;32;32;32;33;33;33;33;33;33;33
"420945 LAJEADO GRANDE";6;6;6;4;4;4;4;4;4;4;4;4
"420950 LAURENTINO";6;6;6;6;6;6;6;6;7;7;7;7
"420960 LAURO MULLER";13;13;13;13;13;13;13;13;13;13;13;13
"420970 LEBON REGIS";6;6;6;6;6;6;7;7;7;7;7;7
"420980 LEOBERTO LEAL";5;5;5;5;5;6;6;5;5;5;5;5
"420985 LINDOIA DO SUL";2;2;2;2;2;3;3;4;4;5;5;5
"420990 LONTRAS";12;12;12;12;12;11;11;11;11;12;12;12
"421000 LUIZ ALVES";11;11;10;10;10;10;10;10;10;10;10;10
"421003 LUZERNA";6;6;6;6;6;6;6;6;6;6;6;6
"421005 MACIEIRA";3;3;3;3;3;3;3;3;3;3;3;3
"421010 MAFRA";36;36;36;36;36;36;36;36;36;36;36;36
"421020 MAJOR GERCINO";4;4;4;4;4;4;4;4;4;4;4;4
"421030 MAJOR VIEIRA";8;8;8;8;9;9;9;9;9;9;11;11
"421040 MARACAJA";5;5;5;5;5;5;5;5;5;5;5;5
"421050 MARAVILHA";17;17;17;17;17;17;19;19;20;20;21;21
"421055 MAREMA";3;3;3;3;3;3;3;3;3;3;3;3
"421060 MASSARANDUBA";8;8;8;8;8;8;8;8;8;10;10;11
"421070 MATOS COSTA";4;4;4;4;4;4;4;4;4;4;4;4
"421080 MELEIRO";5;5;5;5;5;5;5;5;5;5;5;5
"421085 MIRIM DOCE";3;3;3;3;3;3;3;3;3;3;3;3
"421090 MODELO";4;4;4;6;6;6;6;6;6;6;6;6
"421100 MONDAI";9;9;9;9;10;10;10;10;10;10;10;10
"421105 MONTE CARLO";9;9;9;8;9;9;8;8;8;8;8;8
"421110 MONTE CASTELO";6;6;6;6;6;6;6;6;6;6;6;6
"421120 MORRO DA FUMACA";22;22;22;23;23;22;22;22;22;22;23;23
"421125 MORRO GRANDE";4;4;4;4;4;3;3;3;3;3;3;3
"421130 NAVEGANTES";28;29;29;29;32;40;40;40;41;41;50;50
"421140 NOVA ERECHIM";4;4;4;4;4;4;4;4;4;4;4;4
"421145 NOVA ITABERABA";5;5;5;5;7;7;7;7;7;7;5;7
"421150 NOVA TRENTO";20;20;20;22;22;22;22;22;22;22;23;23
"421160 NOVA VENEZA";13;13;13;13;13;13;13;13;13;13;13;13
"421165 NOVO HORIZONTE";3;2;3;3;3;3;3;3;3;3;3;3
"421170 ORLEANS";22;22;22;22;22;22;22;22;22;22;22;22
"421175 OTACILIO COSTA";11;11;11;11;11;13;13;13;13;13;13;13
"421180 OURO";5;5;5;5;5;5;6;6;6;6;6;6
"421185 OURO VERDE";3;3;3;3;3;3;3;3;3;3;3;3
"421187 PAIAL";3;3;3;3;3;3;3;3;3;3;3;3
"421189 PAINEL";2;2;2;2;2;3;3;3;3;3;3;3
"421190 PALHOCA";100;100;99;101;95;102;102;103;103;104;104;104
"421200 PALMA SOLA";8;8;8;8;8;8;8;8;8;8;8;8
"421205 PALMEIRA";3;3;3;3;3;3;3;3;3;3;3;3
"421210 PALMITOS";10;10;10;10;9;9;9;9;9;9;9;9
"421220 PAPANDUVA";14;14;14;14;14;14;15;15;15;15;15;15
"421223 PARAISO";5;5;5;5;5;5;5;5;5;5;5;5
"421225 PASSO DE TORRES";10;10;10;10;10;9;9;9;9;9;9;9
"421227 PASSOS MAIA";5;5;5;5;5;5;5;5;5;5;5;5
"421230 PAULO LOPES";9;9;9;9;9;12;12;12;12;12;12;12
"421240 PEDRAS GRANDES";4;4;4;4;4;5;5;5;5;5;5;5
"421250 PENHA";20;21;23;23;23;24;26;26;26;26;26;26
"421260 PERITIBA";3;3;3;6;6;7;7;7;7;7;7;7
"421265 PESCARIA BRAVA";14;13;14;14;14;14;14;14;14;14;14;14
"421270 PETROLANDIA";7;7;7;7;7;7;7;7;7;7;7;7
"421280 BALNEARIO PICARRAS";19;19;19;21;21;20;21;21;21;21;22;22
"421290 PINHALZINHO";24;24;24;24;24;25;25;25;25;24;24;24
"421300 PINHEIRO PRETO";4;4;4;4;4;4;4;4;4;4;4;4
"421310 PIRATUBA";5;5;5;5;5;5;5;5;5;5;5;5
"421315 PLANALTO ALEGRE";5;5;5;5;7;7;7;7;7;7;7;7
"421320 POMERODE";28;28;28;29;30;31;31;29;29;29;29;29
"421330 PONTE ALTA";5;5;5;5;5;6;6;6;6;6;6;6
"421335 PONTE ALTA DO NORTE";3;3;3;3;3;3;3;3;3;3;3;3
"421340 PONTE SERRADA";9;9;9;9;9;9;9;9;9;9;9;9
"421350 PORTO BELO";21;21;21;21;21;21;21;26;26;26;26;26
"421360 PORTO UNIAO";16;16;16;16;16;16;16;16;16;16;16;16
"421370 POUSO REDONDO";15;15;15;15;15;15;15;15;14;14;14;14
"421380 PRAIA GRANDE";5;5;5;5;5;6;6;6;6;6;6;6
"421390 PRESIDENTE CASTELLO BRANCO";3;3;3;3;3;3;3;3;3;3;3;3
"421400 PRESIDENTE GETULIO";13;13;13;13;13;13;14;13;13;13;13;13
"421410 PRESIDENTE NEREU";4;4;4;4;4;4;4;4;4;4;4;4
"421415 PRINCESA";3;3;3;3;3;3;3;3;3;3;3;3
"421420 QUILOMBO";11;11;11;11;11;11;11;11;11;11;11;11
"421430 RANCHO QUEIMADO";5;5;5;5;5;5;5;5;5;5;5;5
"421440 RIO DAS ANTAS";5;5;5;5;5;5;5;4;4;4;4;4
"421450 RIO DO CAMPO";6;6;6;6;6;6;6;6;6;6;6;6
"421460 RIO DO OESTE";6;6;6;6;6;6;6;6;6;6;6;6
"421470 RIO DOS CEDROS";8;8;8;10;10;10;10;10;10;10;10;12
"421480 RIO DO SUL";21;21;21;21;21;21;21;21;21;21;21;21
"421490 RIO FORTUNA";8;8;8;8;8;8;8;8;8;8;8;8
"421500 RIO NEGRINHO";22;22;22;22;22;25;25;24;24;24;24;24
"421505 RIO RUFINO";5;5;5;6;6;6;5;5;5;5;5;5
"421507 RIQUEZA";5;5;5;5;5;5;5;5;5;5;5;5
"421510 RODEIO";9;9;9;9;9;9;9;9;9;9;9;9
"421520 ROMELANDIA";5;5;5;5;5;5;5;5;5;5;5;5
"421530 SALETE";8;8;8;8;8;8;7;7;6;6;9;8
"421535 SALTINHO";5;5;5;5;5;5;5;5;5;5;5;5
"421540 SALTO VELOSO";4;4;4;4;4;4;4;4;4;4;4;4
"421545 SANGAO";13;14;14;14;14;13;13;13;13;13;13;13
"421550 SANTA CECILIA";9;9;9;9;9;9;9;9;8;8;7;7
"421555 SANTA HELENA";3;3;3;3;3;3;3;3;3;3;3;3
"421560 SANTA ROSA DE LIMA";6;6;6;6;6;6;6;6;6;6;6;6
"421565 SANTA ROSA DO SUL";11;11;11;11;12;14;14;14;14;14;14;14
"421567 SANTA TEREZINHA";6;6;6;6;6;6;6;6;6;6;6;6
"421568 SANTA TEREZINHA DO PROGRESSO";3;3;3;3;3;3;3;3;3;3;3;3
"421569 SANTIAGO DO SUL";3;3;3;3;3;3;3;3;3;3;3;3
"421570 SANTO AMARO DA IMPERATRIZ";25;25;25;25;25;23;23;24;26;26;27;27
"421575 SAO BERNARDINO";4;4;4;4;4;4;3;3;3;3;3;3
"421580 SAO BENTO DO SUL";41;41;41;41;41;41;41;40;40;40;40;40
"421590 SAO BONIFACIO";3;3;3;3;3;3;3;3;3;3;3;3
"421600 SAO CARLOS";11;11;11;11;11;10;10;10;10;11;11;11
"421605 SAO CRISTOVAO DO SUL";5;5;5;5;5;5;5;5;5;5;5;5
"421610 SAO DOMINGOS";8;8;8;8;8;8;8;8;8;8;8;8
"421620 SAO FRANCISCO DO SUL";27;27;26;25;25;26;27;27;27;27;26;26
"421625 SAO JOAO DO OESTE";6;6;6;6;6;6;6;6;6;6;6;6
"421630 SAO JOAO BATISTA";28;28;28;28;28;29;28;28;28;26;26;26
"421635 SAO JOAO DO ITAPERIU";7;7;7;7;7;7;7;7;7;7;7;7
"421640 SAO JOAO DO SUL";7;7;7;7;7;8;7;7;7;7;7;7
"421650 SAO JOAQUIM";15;15;15;15;15;15;15;15;15;15;15;15
"421660 SAO JOSE";123;128;128;129;130;129;130;130;130;130;130;130
"421670 SAO JOSE DO CEDRO";12;12;12;12;12;12;12;12;12;12;12;12
"421680 SAO JOSE DO CERRITO";6;6;6;6;6;6;6;6;6;6;6;6
"421690 SAO LOURENCO DO OESTE";13;13;15;15;15;16;16;17;17;17;17;17
"421700 SAO LUDGERO";10;10;10;10;10;9;10;10;12;12;12;12
"421710 SAO MARTINHO";4;4;4;4;4;3;3;3;3;3;3;3
"421715 SAO MIGUEL DA BOA VISTA";3;3;3;3;3;3;3;3;3;3;3;3
"421720 SAO MIGUEL DO OESTE";29;29;29;29;29;30;30;30;30;30;30;30
"421725 SAO PEDRO DE ALCANTARA";6;6;6;6;6;6;6;6;6;6;6;6
"421730 SAUDADES";8;8;8;8;8;8;8;8;8;8;8;8
"421740 SCHROEDER";12;11;12;12;12;12;12;12;12;12;12;12
"421750 SEARA";14;14;14;14;14;14;13;14;14;14;14;14
"421755 SERRA ALTA";3;3;3;3;3;3;3;3;3;3;3;3
"421760 SIDEROPOLIS";12;12;12;12;12;13;13;13;13;13;13;13
"421770 SOMBRIO";21;21;21;21;21;21;21;21;21;21;22;22
"421775 SUL BRASIL";5;5;5;5;5;5;5;5;5;5;5;5
"421780 TAIO";11;11;11;11;11;11;11;11;11;11;11;11
"421790 TANGARA";6;6;6;6;6;6;6;6;6;5;6;6
"421795 TIGRINHOS";3;3;3;3;3;3;3;3;3;3;3;3
"421800 TIJUCAS";26;26;26;26;26;26;26;26;26;27;27;27
"421810 TIMBE DO SUL";3;3;3;3;3;4;4;4;4;4;4;4
"421820 TIMBO";32;32;32;32;32;32;32;32;32;32;32;32
"421825 TIMBO GRANDE";5;5;5;6;6;6;6;6;6;6;6;6
"421830 TRES BARRAS";16;16;16;16;16;16;16;19;19;19;19;21
"421835 TREVISO";6;6;6;6;6;6;6;6;6;6;6;6
"421840 TREZE DE MAIO";12;12;12;12;12;10;10;10;10;10;10;10
"421850 TREZE TILIAS";6;6;7;7;7;7;7;7;7;7;7;7
